date,price,cost,comp1_price,comp2_price,comp3_price,volume,comp_avg_price,price_vs_comp,price_vs_cost,price_lag_1,price_lag_7,price_ma_7,price_ma_14,day_of_week,month,demand_proxy
2023-02-13,94.59,85.65,92.05,93.49,95.24,14052,93.59333333333332,0.9966666666666839,8.939999999999998,93.21,100.43,96.68428571428572,97.24571428571429,0,2,47.34547619047618
2023-02-14,96.87,85.82,96.71,94.76,96.87,14033,96.11333333333334,0.7566666666666606,11.050000000000011,94.59,101.65,96.00142857142858,97.10857142857142,1,2,47.24404761904763
2023-02-15,94.48,85.25,93.69,96.13,95.78,14337,95.2,-0.7199999999999989,9.230000000000004,96.87,97.19,95.61428571428571,97.18142857142857,2,2,48.527142857142856
2023-02-16,91.79,83.55,93.37,92.38,92.33,14582,92.69333333333333,-0.9033333333333218,8.240000000000009,94.48,96.5,94.94142857142857,96.51785714285714,3,2,48.37404761904761
2023-02-17,95.64,84.04,95.44,95.78,94.86,13653,95.36,0.28000000000000114,11.599999999999994,91.79,95.63,94.94285714285715,96.47142857142858,4,2,47.191428571428574
2023-02-18,95.45,84.61,95.57,95.95,96.85,15440,96.12333333333333,-0.673333333333332,10.840000000000003,95.64,98.02,94.5757142857143,96.50857142857144,5,2,47.96119047619048
2023-02-19,94.64,84.81,94.58,93.16,95.92,13217,94.55333333333334,0.0866666666666589,9.829999999999998,95.45,93.21,94.78,96.14928571428571,6,2,47.30333333333334
2023-02-20,97.71,84.9,98.54,98.12,97.63,13290,98.09666666666668,-0.3866666666666845,12.809999999999988,94.64,94.59,95.22571428571428,95.955,0,2,47.99952380952382
2023-02-21,90.71,84.66,92.48,90.47,93.44,15220,92.13,-1.4200000000000017,6.049999999999997,97.71,96.87,94.34571428571428,95.17357142857144,1,2,48.59285714285714
2023-02-22,92.0,83.51,93.71,93.06,94.58,13798,93.78333333333332,-1.7833333333333172,8.489999999999995,90.71,94.48,93.99142857142859,94.80285714285715,2,2,48.77904761904761
2023-02-23,93.21,84.56,95.11,91.76,92.21,14211,93.02666666666666,0.18333333333333712,8.649999999999991,92.0,91.79,94.19428571428571,94.56785714285715,3,2,46.91380952380952
2023-02-24,90.54,84.86,89.57,93.12,90.29,13759,90.99333333333334,-0.45333333333333314,5.680000000000007,93.21,95.64,93.46571428571428,94.2042857142857,4,2,47.186190476190475
2023-02-25,95.25,85.06,96.51,95.8,94.75,13827,95.68666666666667,-0.4366666666666674,10.189999999999998,90.54,95.45,93.43714285714285,94.00642857142857,5,2,47.15523809523809
2023-02-26,96.12,85.63,95.49,95.5,95.7,13856,95.56333333333333,0.556666666666672,10.490000000000009,95.25,94.64,93.64857142857143,94.21428571428571,6,2,46.26761904761904
2023-02-27,99.18,85.27,97.4,99.56,97.77,13394,98.24333333333334,0.9366666666666674,13.91000000000001,96.12,97.71,93.85857142857142,94.54214285714285,0,2,45.992619047619044
2023-02-28,95.71,84.94,94.87,95.35,97.55,14553,95.92333333333333,-0.21333333333333826,10.769999999999996,99.18,90.71,94.57285714285715,94.45928571428571,1,2,47.49976190476191
2023-03-01,92.58,84.64,92.41,93.14,93.02,14300,92.85666666666667,-0.27666666666667084,7.939999999999998,95.71,92.0,94.6557142857143,94.32357142857143,2,3,47.60452380952382
2023-03-02,98.24,83.75,98.38,97.66,97.5,13449,97.84666666666665,0.3933333333333451,14.489999999999995,92.58,93.21,95.37428571428572,94.78428571428572,3,3,47.293809523809514
2023-03-03,96.03,85.11,97.42,97.81,96.11,14107,97.11333333333334,-1.0833333333333428,10.920000000000002,98.24,90.54,96.15857142857143,94.81214285714285,4,3,49.16261904761906
2023-03-04,96.74,84.91,97.58,97.34,94.76,12329,96.56,0.1799999999999926,11.829999999999998,96.03,95.25,96.37142857142858,94.9042857142857,5,3,48.0057142857143
2023-03-05,94.55,84.7,92.8,94.98,94.53,12929,94.10333333333334,0.44666666666665833,9.849999999999994,96.74,96.12,96.14714285714285,94.89785714285715,6,3,47.62690476190477
2023-03-06,91.36,83.35,91.42,91.72,89.3,13139,90.81333333333333,0.5466666666666669,8.010000000000005,94.55,99.18,95.02999999999999,94.44428571428571,0,3,46.96833333333333
2023-03-07,90.75,83.67,91.67,91.27,93.94,15466,92.29333333333334,-1.5433333333333366,7.079999999999998,91.36,95.71,94.32142857142857,94.44714285714285,1,3,48.70404761904762
2023-03-08,96.79,85.47,98.01,96.69,97.49,16372,97.39666666666666,-0.6066666666666549,11.320000000000007,90.75,92.58,94.92285714285713,94.78928571428571,2,3,48.06809523809522
2023-03-09,99.09,84.69,99.34,98.34,101.7,13632,99.79333333333334,-0.7033333333333331,14.400000000000006,96.79,98.24,95.0442857142857,95.20928571428571,3,3,48.225476190476186
2023-03-10,99.25,85.42,98.08,98.6,100.81,12394,99.16333333333334,0.0866666666666589,13.829999999999998,99.09,96.03,95.50428571428571,95.83142857142857,4,3,47.6654761904762
2023-03-11,93.14,85.04,91.46,92.94,93.88,12977,92.75999999999999,0.38000000000000966,8.099999999999994,99.25,96.74,94.99,95.68071428571429,5,3,47.11499999999999
2023-03-12,94.69,84.9,92.86,95.07,92.55,13029,93.49333333333334,1.1966666666666583,9.789999999999992,93.14,94.55,95.01,95.57857142857142,6,3,46.308333333333344
2023-03-13,96.49,85.62,96.33,97.41,96.89,14218,96.87666666666667,-0.38666666666667027,10.86999999999999,94.69,91.36,95.74285714285715,95.38642857142858,0,3,48.258095238095244
2023-03-14,91.91,84.94,91.81,92.01,93.11,14406,92.31,-0.4000000000000057,6.969999999999999,96.49,90.75,95.90857142857143,95.115,1,3,48.35428571428572
2023-03-15,96.82,85.36,97.25,96.08,94.37,14380,95.89999999999999,0.9200000000000017,11.459999999999994,91.91,96.79,95.91285714285713,95.41785714285716,2,3,47.036428571428566
2023-03-16,94.24,85.33,93.96,94.82,93.24,14536,94.00666666666666,0.23333333333333428,8.909999999999997,96.82,99.09,95.22,95.13214285714287,3,3,47.376666666666665
2023-03-17,94.54,84.76,94.5,92.87,93.2,14081,93.52333333333333,1.01666666666668,9.780000000000001,94.24,99.25,94.54714285714286,95.0257142857143,4,3,46.25690476190475
2023-03-18,92.69,85.03,93.03,91.92,92.42,11901,92.45666666666666,0.23333333333333428,7.659999999999997,94.54,93.14,94.48285714285714,94.73642857142859,5,3,47.00809523809524
2023-03-19,95.18,85.42,94.67,96.71,96.94,13290,96.10666666666667,-0.9266666666666623,9.760000000000005,92.69,94.69,94.55285714285715,94.78142857142856,6,3,48.20309523809524
2023-03-20,92.78,84.86,94.12,92.56,94.87,14407,93.85000000000001,-1.0700000000000074,7.920000000000002,95.18,96.49,94.02285714285713,94.88285714285713,0,3,48.081428571428575
2023-03-21,92.06,86.1,93.25,94.09,92.56,14303,93.3,-1.2399999999999949,5.960000000000008,92.78,91.91,94.0442857142857,94.97642857142857,1,3,48.26214285714285
2023-03-22,88.08,84.14,88.32,88.24,86.08,15938,87.54666666666667,0.5333333333333314,3.9399999999999977,92.06,96.82,92.7957142857143,94.35428571428572,2,3,45.86452380952382
2023-03-23,95.25,84.59,94.88,92.63,95.39,13661,94.3,0.9500000000000028,10.659999999999997,88.08,94.24,92.94000000000001,94.08,3,3,45.52
2023-03-24,98.79,84.49,97.55,97.18,97.21,13222,97.31333333333333,1.4766666666666737,14.300000000000011,95.25,94.54,93.54714285714284,94.04714285714284,4,3,45.29690476190475
2023-03-25,99.11,86.15,98.79,99.06,97.45,13375,98.43333333333334,0.6766666666666623,12.959999999999994,98.79,92.69,94.46428571428571,94.47357142857143,5,3,46.55547619047619
2023-03-26,95.86,85.16,94.28,96.13,94.39,12715,94.93333333333334,0.9266666666666623,10.700000000000003,99.11,95.18,94.56142857142856,94.55714285714285,6,3,46.35404761904762
2023-03-27,93.98,85.56,93.27,94.91,95.15,12837,94.44333333333334,-0.46333333333333826,8.420000000000002,95.86,92.78,94.73285714285714,94.37785714285714,0,3,47.82976190476191
2023-03-28,92.85,83.68,93.53,93.29,94.5,14540,93.77333333333333,-0.923333333333332,9.169999999999987,93.98,92.06,94.8457142857143,94.44500000000001,1,3,48.34619047619048
2023-03-29,94.03,85.12,93.8,93.61,92.66,15358,93.35666666666667,0.673333333333332,8.909999999999997,92.85,88.08,95.69571428571429,94.24571428571429,2,3,47.17452380952381
2023-03-30,95.61,85.63,95.08,94.68,96.07,14023,95.27666666666666,0.3333333333333428,9.980000000000004,94.03,95.25,95.74714285714286,94.34357142857142,3,3,47.54023809523809
2023-03-31,97.02,84.94,97.14,97.56,96.1,13038,96.93333333333332,0.08666666666667311,12.079999999999998,95.61,98.79,95.49428571428572,94.52071428571428,4,3,47.66047619047619
2023-04-01,98.06,85.74,98.66,97.73,96.85,13712,97.74666666666667,0.3133333333333326,12.320000000000007,97.02,99.11,95.34428571428573,94.9042857142857,5,4,47.35880952380953
2023-04-02,93.87,84.66,92.73,94.36,93.74,13051,93.61,0.2600000000000051,9.210000000000008,98.06,95.86,95.06000000000002,94.8107142857143,6,4,47.27
2023-04-03,97.24,86.23,95.14,97.14,96.34,13350,96.20666666666666,1.0333333333333314,11.009999999999991,93.87,93.98,95.52571428571427,95.12928571428573,0,4,46.729523809523805
2023-04-04,96.05,86.69,96.13,93.65,95.26,14426,95.01333333333334,1.0366666666666617,9.36,97.24,92.85,95.98285714285714,95.41428571428571,1,4,46.95476190476191
2023-04-05,92.8,84.75,92.12,91.7,93.27,15229,92.36333333333333,0.4366666666666674,8.049999999999997,96.05,94.03,95.80714285714285,95.75142857142858,2,4,47.46690476190476
2023-04-06,94.15,84.61,93.69,93.57,93.16,15955,93.47333333333331,0.6766666666666907,9.540000000000006,92.8,95.61,95.59857142857142,95.67285714285715,3,4,47.12261904761902
2023-04-07,97.19,85.61,96.8,97.38,96.16,14119,96.78000000000002,0.4099999999999824,11.579999999999998,94.15,97.02,95.62285714285714,95.55857142857143,4,4,47.40142857142859
2023-04-08,96.25,85.76,98.37,96.07,95.41,14067,96.61666666666667,-0.36666666666667425,10.489999999999995,97.19,98.06,95.36428571428571,95.3542857142857,5,4,48.04880952380953
2023-04-09,92.38,84.35,92.49,89.91,92.92,12853,91.77333333333333,0.6066666666666691,8.030000000000001,96.25,93.87,95.15142857142858,95.10571428571428,6,4,46.96904761904762
2023-04-10,96.42,84.42,96.81,96.96,98.84,13535,97.53666666666668,-1.1166666666666742,12.0,92.38,97.24,95.03428571428572,95.28,0,4,48.63380952380953
2023-04-11,94.93,84.47,95.35,94.48,92.45,14417,94.09333333333332,0.8366666666666873,10.460000000000008,96.42,96.05,94.87428571428572,95.42857142857143,1,4,46.60047619047617
2023-04-12,93.19,83.4,95.1,94.56,92.78,15131,94.14666666666666,-0.9566666666666634,9.789999999999992,94.93,92.8,94.92999999999999,95.36857142857141,2,4,48.42166666666666
2023-04-13,92.62,83.61,93.09,91.65,92.44,13534,92.39333333333333,0.22666666666667368,9.010000000000005,93.19,94.15,94.71142857142857,95.155,3,4,47.12904761904761
2023-04-14,88.25,83.47,88.71,88.21,89.87,13682,88.92999999999999,-0.6799999999999926,4.780000000000001,92.62,97.19,93.4342857142857,94.52857142857144,4,4,47.397142857142846
2023-04-15,95.63,83.46,94.42,96.38,94.78,13330,95.19333333333334,0.4366666666666532,12.170000000000002,88.25,96.25,93.34571428571428,94.355,5,4,46.23619047619049
2023-04-16,94.25,83.93,94.58,93.54,94.71,13578,94.27666666666666,-0.026666666666656624,10.319999999999993,95.63,92.38,93.61285714285714,94.38214285714285,6,4,46.833095238095225
2023-04-17,91.76,84.21,94.17,93.26,91.68,14684,93.03666666666668,-1.2766666666666708,7.550000000000011,94.25,96.42,92.94714285714285,93.99071428571428,0,4,47.750238095238096
2023-04-18,96.27,85.56,96.11,95.88,95.79,14746,95.92666666666668,0.3433333333333195,10.709999999999994,91.76,94.93,93.13857142857144,94.00642857142857,1,4,46.2259523809524
2023-04-19,95.68,83.81,96.25,95.29,96.89,14539,96.14333333333333,-0.46333333333332405,11.870000000000005,96.27,93.19,93.49428571428572,94.21214285714287,2,4,47.210476190476186
2023-04-20,92.98,85.26,92.78,91.62,92.41,13784,92.27,0.710000000000008,7.719999999999999,95.68,92.62,93.5457142857143,94.12857142857142,3,4,46.06285714285714
2023-04-21,92.85,84.4,91.84,93.38,93.32,12827,92.84666666666665,0.0033333333333445125,8.449999999999989,92.98,88.25,94.20285714285716,93.81857142857143,4,4,47.09809523809523
2023-04-22,95.62,84.09,96.73,93.19,96.0,14306,95.30666666666667,0.3133333333333326,11.530000000000001,92.85,95.63,94.20142857142858,93.77357142857144,5,4,46.78738095238096
2023-04-23,90.76,84.59,91.08,91.42,92.07,13555,91.52333333333333,-0.7633333333333212,6.170000000000002,95.62,94.25,93.70285714285716,93.65785714285714,6,4,47.6147619047619
2023-04-24,93.21,83.34,93.55,94.38,93.12,13939,93.68333333333334,-0.4733333333333434,9.86999999999999,90.76,91.76,93.91,93.42857142857143,0,4,47.42833333333334
2023-04-25,91.9,84.95,92.49,91.25,93.06,14050,92.26666666666667,-0.36666666666666003,6.950000000000003,93.21,96.27,93.28571428571429,93.21214285714287,1,4,47.009523809523806
2023-04-26,97.13,84.76,97.68,95.75,95.91,16890,96.44666666666667,0.6833333333333229,12.36999999999999,91.9,95.68,93.49285714285715,93.49357142857143,2,4,46.06309523809525
2023-04-27,97.51,85.05,98.09,95.43,95.0,13284,96.17333333333333,1.336666666666673,12.460000000000008,97.13,92.98,94.14,93.84285714285714,3,4,45.73333333333333
2023-04-28,90.79,84.9,92.28,91.33,90.7,13492,91.43666666666667,-0.6466666666666612,5.890000000000001,97.51,92.85,93.84571428571428,94.02428571428571,4,4,47.5695238095238
2023-04-29,99.78,86.15,98.3,98.65,99.79,13241,98.91333333333334,0.86666666666666,13.629999999999995,90.79,95.62,94.43999999999998,94.32071428571429,5,4,46.35333333333333
2023-04-30,91.12,84.25,93.31,91.81,93.44,14203,92.85333333333334,-1.7333333333333343,6.8700000000000045,99.78,90.76,94.49142857142856,94.09714285714287,6,4,48.97904761904761
2023-05-01,91.96,84.49,93.76,92.66,92.32,14939,92.91333333333334,-0.9533333333333474,7.469999999999999,91.12,93.21,94.31285714285715,94.11142857142856,0,5,48.109761904761925
2023-05-02,94.67,84.6,94.68,95.62,96.01,16246,95.43666666666667,-0.7666666666666657,10.070000000000007,91.96,91.9,94.70857142857142,93.99714285714286,1,5,48.120952380952374
2023-05-03,96.15,84.45,98.54,96.9,96.25,15493,97.23,-1.0799999999999983,11.700000000000003,94.67,97.13,94.56857142857143,94.0307142857143,2,5,48.364285714285714
2023-05-04,91.03,84.71,92.9,92.09,91.89,13956,92.29333333333334,-1.2633333333333354,6.320000000000007,96.15,97.51,93.64285714285714,93.89142857142858,3,5,48.084761904761905
2023-05-05,96.11,85.67,96.29,96.02,95.03,13365,95.78000000000002,0.3299999999999841,10.439999999999998,91.03,90.79,94.40285714285714,94.12428571428572,4,5,46.87142857142859
2023-05-06,96.52,85.96,97.49,97.53,95.05,13419,96.69,-0.1700000000000017,10.560000000000002,96.11,99.78,93.93714285714286,94.18857142857142,5,5,47.13857142857143
2023-05-07,96.37,85.06,96.87,94.4,96.92,14698,96.06333333333333,0.30666666666667197,11.310000000000002,96.52,91.12,94.68714285714286,94.58928571428571,6,5,47.03690476190476
2023-05-08,95.62,84.66,95.85,96.17,93.18,12907,95.06666666666666,0.5533333333333417,10.960000000000008,96.37,91.96,95.21000000000001,94.76142857142857,0,5,47.05166666666666
2023-05-09,94.19,85.44,94.09,94.37,93.48,15436,93.98,0.20999999999999375,8.75,95.62,94.67,95.14142857142858,94.925,1,5,47.360714285714295
2023-05-10,92.88,84.75,92.53,93.52,91.02,14776,92.35666666666667,0.5233333333333263,8.129999999999995,94.19,96.15,94.6742857142857,94.62142857142858,2,5,46.813809523809525
2023-05-11,95.58,85.46,94.53,96.83,95.55,14972,95.63666666666667,-0.05666666666667197,10.120000000000005,92.88,91.03,95.32428571428571,94.48357142857142,3,5,47.718809523809526
2023-05-12,91.36,84.81,93.11,91.3,92.52,13821,92.31,-0.9500000000000028,6.549999999999997,95.58,96.11,94.64571428571428,94.52428571428571,4,5,48.27285714285714
2023-05-13,88.54,83.63,88.56,87.07,87.46,12418,87.69666666666666,0.8433333333333479,4.910000000000011,91.36,96.52,93.50571428571428,93.72142857142858,5,5,45.90952380952379
2023-05-14,95.64,85.53,96.86,96.12,95.36,13945,96.11333333333334,-0.4733333333333434,10.11,88.54,96.37,93.40142857142857,94.0442857142857,6,5,47.17404761904763
2023-05-15,96.78,85.81,99.29,96.84,96.45,14641,97.52666666666666,-0.7466666666666555,10.969999999999999,95.64,95.62,93.56714285714285,94.38857142857141,0,5,47.53023809523808
2023-05-16,89.78,83.92,89.19,90.93,89.66,15396,89.92666666666666,-0.14666666666666117,5.859999999999999,96.78,94.19,92.93714285714286,94.03928571428571,1,5,46.61523809523809
2023-05-17,91.43,84.42,93.07,91.55,91.85,14996,92.15666666666668,-0.7266666666666737,7.010000000000005,89.78,92.88,92.73,93.70214285714285,2,5,47.091666666666676
2023-05-18,95.18,84.72,94.87,95.4,96.27,14010,95.51333333333334,-0.3333333333333286,10.460000000000008,91.43,95.58,92.67285714285715,93.99857142857142,3,5,46.669761904761906
2023-05-19,98.72,84.68,98.41,99.0,97.91,12538,98.44,0.28000000000000114,14.039999999999992,95.18,91.36,93.72428571428573,94.18500000000002,4,5,46.58214285714286
2023-05-20,95.3,85.09,95.83,93.93,95.31,13636,95.02333333333333,0.27666666666667084,10.209999999999994,98.72,88.54,94.69000000000001,94.09785714285715,5,5,47.068333333333335
2023-05-21,94.17,85.76,95.15,93.91,95.61,13806,94.89,-0.7199999999999989,8.409999999999997,95.3,95.64,94.48,93.9407142857143,6,5,47.96
2023-05-22,93.73,84.28,93.62,94.23,94.5,13414,94.11666666666667,-0.38666666666667027,9.450000000000003,94.17,96.78,94.0442857142857,93.8057142857143,0,5,47.40880952380952
2023-05-23,97.48,84.14,96.82,96.56,96.48,13990,96.62,0.8599999999999994,13.340000000000003,93.73,89.78,95.14428571428572,94.0407142857143,1,5,46.71214285714286
2023-05-24,92.03,83.37,90.56,91.99,92.34,14318,91.63,0.4000000000000057,8.659999999999997,97.48,91.43,95.23,93.98,2,5,47.214999999999996
2023-05-25,93.55,83.87,91.91,91.74,92.03,12885,91.89333333333332,1.6566666666666805,9.679999999999993,92.03,95.18,94.99714285714286,93.83500000000001,3,5,45.84190476190475
2023-05-26,94.19,84.41,94.34,91.93,93.46,12824,93.24333333333334,0.9466666666666583,9.780000000000001,93.55,98.72,94.35,94.03714285714287,4,5,46.22833333333334
2023-05-27,95.07,85.87,94.54,94.28,93.64,12222,94.15333333333332,0.9166666666666714,9.199999999999989,94.19,95.3,94.31714285714285,94.50357142857142,5,5,46.241904761904756
2023-05-28,93.8,83.97,94.72,95.97,94.05,13316,94.91333333333334,-1.113333333333344,9.829999999999998,95.07,94.17,94.26428571428572,94.37214285714286,6,5,48.245476190476204
2023-05-29,98.15,84.19,97.49,97.46,97.66,13308,97.53666666666668,0.6133333333333297,13.960000000000008,93.8,93.73,94.89571428571428,94.47000000000001,0,5,46.83452380952381
2023-05-30,94.49,84.14,94.8,95.01,93.8,13472,94.53666666666668,-0.04666666666668107,10.349999999999994,98.15,97.48,94.46857142857142,94.80642857142858,1,5,47.28095238095239
2023-05-31,93.78,85.05,93.89,95.24,93.53,16471,94.21999999999998,-0.4399999999999835,8.730000000000004,94.49,92.03,94.71857142857142,94.97428571428573,2,5,47.799285714285695
2023-06-01,94.94,86.05,96.16,94.19,94.07,15257,94.80666666666666,0.13333333333333997,8.89,93.78,93.55,94.91714285714285,94.95714285714287,3,6,47.325238095238085
2023-06-02,91.79,83.98,91.28,92.56,89.26,12925,91.03333333333335,0.7566666666666606,7.810000000000002,94.94,94.19,94.57428571428571,94.46214285714287,4,6,46.53047619047619
2023-06-03,95.85,83.86,96.12,95.83,94.41,13245,95.45333333333333,0.39666666666666117,11.989999999999995,91.79,95.07,94.68571428571428,94.50142857142858,5,6,46.94619047619048
2023-06-04,94.55,84.99,94.3,96.46,94.99,13790,95.25,-0.7000000000000028,9.560000000000002,95.85,93.8,94.79285714285713,94.52857142857142,6,6,48.09642857142857
2023-06-05,93.77,84.8,92.28,93.7,93.54,14661,93.17333333333335,0.5966666666666498,8.969999999999999,94.55,98.15,94.16714285714286,94.53142857142856,0,6,46.48690476190478
2023-06-06,102.47,85.45,102.94,103.66,102.35,14164,102.98333333333333,-0.5133333333333354,17.019999999999996,93.77,94.49,95.30714285714285,94.88785714285713,1,6,48.16690476190476
2023-06-07,95.87,84.99,95.11,96.36,95.62,15552,95.69666666666667,0.173333333333332,10.88000000000001,102.47,93.78,95.60571428571427,95.16214285714285,2,6,47.6295238095238
2023-06-08,91.93,84.44,92.07,93.48,90.96,14033,92.17,-0.23999999999999488,7.490000000000009,95.87,94.94,95.17571428571429,95.04642857142856,3,6,47.82785714285714
2023-06-09,94.33,84.83,94.67,94.21,94.63,12785,94.50333333333333,-0.173333333333332,9.5,91.93,91.79,95.53857142857143,95.05642857142857,4,6,47.94261904761905
2023-06-10,98.31,85.34,97.25,97.39,98.45,13494,97.69666666666666,0.6133333333333439,12.969999999999999,94.33,95.85,95.89,95.28785714285713,5,6,47.331666666666656
2023-06-11,94.74,84.92,96.21,96.35,94.15,14444,95.57000000000001,-0.8300000000000125,9.819999999999993,98.31,94.55,95.91714285714286,95.355,6,6,48.788571428571444
2023-06-12,93.95,84.88,92.62,92.14,92.42,15440,92.39333333333333,1.556666666666672,9.070000000000007,94.74,93.77,95.94285714285714,95.05499999999999,0,6,46.414761904761896
2023-06-13,95.2,85.53,98.05,95.4,96.51,14164,96.65333333333332,-1.453333333333319,9.670000000000002,93.95,102.47,94.90428571428572,95.10571428571428,1,6,48.90547619047618
2023-06-14,92.81,85.42,92.72,92.97,94.18,15441,93.29,-0.480000000000004,7.390000000000001,95.2,95.87,94.46714285714287,95.03642857142857,2,6,47.71357142857144
2023-06-15,99.75,85.78,100.74,99.35,98.27,13986,99.45333333333332,0.29666666666668107,13.969999999999999,92.81,91.93,95.58428571428571,95.38000000000001,3,6,47.495476190476175
